id,name,state,postcode,suburb,type
2378,Creekside K-9 College,VIC,3023,Caroline Springs,school
2379,Crescent Head Public School,NSW,2440,Crescent Head,school
2380,Crescent Lagoon State School,QLD,4700,West Rockhampton,school
2381,Cressy District High School,TAS,7302,Cressy,school
2382,Crestmead State School,QLD,4132,Crestmead,school
2383,Crestwood High School,NSW,2153,Baulkham Hills,school
2384,Crestwood Public School,NSW,2153,Baulkham Hills,school
2385,Creswick North Primary School,VIC,3363,Creswick,school
2386,Creswick Primary School,VIC,3363,Creswick,school
2387,Crib Point Primary School,VIC,3919,Crib Point,school
2388,Cringila Public School,NSW,2502,Cringila,school
2389,Cromehurst School,NSW,2070,Lindfield,school
2390,Cromer Public School,NSW,2099,Cromer,school
2391,Cronulla High School,NSW,2230,Cronulla,school
2392,Cronulla Public School,NSW,2230,Cronulla,school
2393,Cronulla South Public School,NSW,2230,Cronulla,school
2394,Crookwell High School,NSW,2583,Crookwell,school
2395,Crookwell Public School,NSW,2583,Crookwell,school
2396,Croppa Creek Public School,NSW,2411,Croppa Creek,school
2397,Crossmaglen Public School,NSW,2441,Crossmaglen,school
2398,Crossways Lutheran School Ceduna,SA,5690,Ceduna,school
2399,Crown Street Public School,NSW,2010,Surry Hills,school
2400,Crow's Nest State School,QLD,4355,Crows Nest,school
2401,Croxton Special School,VIC,3070,Northcote,school
2402,Croxton Special School-Transition Learning Centre,VIC,3071,Thornbury,school
2403,Croydon Community School,VIC,3136,Croydon,school
2404,Croydon Community School-Capacity Building,VIC,3136,Croydon,school
2405,Croydon Community School-OPTIONS,VIC,3136,Croydon,school
2406,Croydon Community School-Woori Yallock Farm School Campus,VIC,3139,Woori Yallock,school
2407,Croydon Hills Primary School,VIC,3136,Croydon Hills,school
2408,Croydon Park Public School,NSW,2133,Croydon Park,school
2409,Croydon Primary School,VIC,3136,Croydon,school
2410,Croydon Public School,NSW,2132,Croydon,school
2411,Croydon Special Developmental School,VIC,3136,Croydon South,school
2412,Croydon State School,QLD,4871,Croydon,school
2413,Crusoe 7-10 Secondary College,VIC,3555,Kangaroo Flat,school
2414,Crusoe 7-10 Secondary College Bendigo Teaching Unit,VIC,3550,Bendigo,school
2415,Crystal Brook Primary School,SA,5523,Crystal Brook,school
2416,Crystal Creek Public School,NSW,2484,Crystal Creek,school
2417,Cudal Public School,NSW,2864,Cudal,school
2418,Cudgee Primary School,VIC,3265,Cudgee,school
2419,Cudgegong Valley Public School,NSW,2850,Mudgee,school
2420,Cudgen Public School,NSW,2487,Cudgen,school
2421,Cue Primary School,WA,6640,Cue,school
2422,Culburra Public School,NSW,2540,Culburra Beach,school
2423,Culcairn Public School,NSW,2660,Culcairn,school
2424,Cullen Bullen Public School,NSW,2790,Cullen Bullen,school
2425,Cumberland High School,NSW,2118,Carlingford,school
2426,Cummins Area School,SA,5631,Cummins,school
2427,Cumnock Public School,NSW,2867,Cumnock,school
2428,Cunderdin District High School,WA,6407,Cunderdin,school
2429,Cundletown Public School,NSW,2430,Cundletown,school
2430,Cunnamulla P-12 State School,QLD,4490,Cunnamulla,school
2431,Curl Curl North Public School,NSW,2099,North Curl Curl,school
2432,Curlewis Public School,NSW,2381,Curlewis,school
2433,Currabubula Public School,NSW,2342,Currabubula,school
2434,Currajong State School,QLD,4812,Gulliver,school
2435,Currambena Primary School,NSW,2066,Lane Cove,school
2436,Currambine Primary School,WA,6028,Currambine,school
2437,Curramulka Primary School,SA,5580,Curramulka,school
2438,Curran Public School,NSW,2564,Macquarie Fields,school
2439,Currans Hill Public School,NSW,2567,Currans Hill,school
2440,Currimundi Special School,QLD,4551,Dicky Beach,school
2441,Currimundi State School,QLD,4551,Currimundi,school
2442,Currumbin Community Special School,QLD,4223,Currumbin Waters,school
2443,Currumbin State School,QLD,4223,Currumbin,school
2444,Currumbin Valley State School,QLD,4223,Currumbin Valley,school
2445,Curtin Primary School,ACT,2605,Curtin,school
2446,Curtin Primary School,WA,6152,Manning,school
2447,Cygnet Primary School,TAS,7112,Cygnet,school
2448,Cyril Jackson Senior Campus,WA,6054,Bassendean,school
2449,Cyril Jackson Senior Campus Education Support Centre,WA,6054,Bassendean,school
2450,Daceyville Public School,NSW,2032,Daceyville,school
2451,Dagun State School,QLD,4570,Dagun,school
2452,Daintree State School,QLD,4873,Daintree,school
2453,Daisy Hill State School,QLD,4127,Daisy Hill,school
2454,Dajarra State School,QLD,4825,Dajarra,school
2455,Dakabin State High School,QLD,4503,Dakabin,school
2456,Dakabin State School,QLD,4503,Kallangur,school
2457,Dalby Christian College,QLD,4405,Dalby,school
2458,Dalby South State School,QLD,4405,Dalby,school
2459,Dalby State High School,QLD,4405,Dalby,school
2460,Dalby State High School - Bunya Campus,QLD,4405,Dalby,school
2461,Dalby State School,QLD,4405,Dalby,school
2462,Dale Christian School,WA,6112,Armadale,school
2463,Dalkeith Primary School,WA,6009,Dalkeith,school
2464,Dallarnil State School,QLD,4621,Dallarnil,school
2465,Dallas Brooks Community Primary School,VIC,3047,Dallas,school
2466,Dalmain Primary School,WA,6026,Kingsley,school
2467,Dalmeny Public School,NSW,2170,Prestons,school
2468,Dalton Public School,NSW,2581,Dalton,school
2469,Dalveen State School,QLD,4374,Dalveen,school
2470,Dalwallinu District High School,WA,6609,Dalwallinu,school
2471,Dalyellup College,WA,6230,Dalyellup,school
2472,Dalyellup Primary School,WA,6230,Dalyellup,school
2473,Damascus College,VIC,3350,Mount Clear,school
2474,Dampier Primary School,WA,6713,Dampier,school
2475,Dandaragan Primary School,WA,6507,Dandaragan,school
2476,Dandenong High School,VIC,3175,Dandenong,school
2477,Dandenong High School Burremah Grassmere Annexe,VIC,3177,Doveton,school
2478,Dandenong High School-Cleeland Campus,VIC,3175,Dandenong,school
2479,Dandenong High School-Myuna Secondary Teaching Unit,VIC,3177,Doveton,school
2480,Dandenong North Primary School,VIC,3175,Dandenong,school
2481,Dandenong Primary School,VIC,3175,Dandenong,school
2482,Dandenong Ranges Steiner School,VIC,3782,Narre Warren East,school
2483,Dandenong Ranges Steiner School - School Road Campus,VIC,3159,Narre Warren East,school
2484,Dandenong South Primary School,VIC,3175,Dandenong,school
2485,Dandenong Valley Special Developmental School,VIC,3805,Narre Warren,school
2486,Dandenong West Primary School,VIC,3175,Dandenong,school
2487,Danebank - An Anglican School for Girls,NSW,2220,Hurstville,school
2488,Dapto High School,NSW,2530,Dapto,school
2489,Dapto Public School,NSW,2530,Horsley,school
2490,Dara School,SA,5043,Morphettville,school
2491,Daramalan College,ACT,2602,Dickson,school
2492,Darcy Road Public School,NSW,2145,Wentworthville,school
2493,Dardanup Primary School,WA,6236,Dardanup,school
2494,Dareton Public School,NSW,2717,Dareton,school
2495,Darkan Primary School,WA,6392,Darkan,school
2496,Darkinjung Barker,NSW,2259,Yarramalong,school
2497,Ngarralingayil Barker,NSW,2325,Wollombi,school
2498,Darley Primary School,VIC,3340,Darley,school
2499,Darling Downs Adventist College,QLD,4350,Toowoomba,school
2500,Darling Heights State School,QLD,4350,Darling Heights,school
2501,Darling Point Special School,QLD,4179,Manly,school
2502,Darling Range Sports College,WA,6058,Forrestfield,school
2503,Darlinghurst Public School,NSW,2011,Potts Point,school
2504,Darlington Point Public School,NSW,2706,Darlington Point,school
2505,Darlington Primary School,WA,6070,Darlington,school
2506,Darlington Primary School,SA,5047,Seacombe Gardens,school
2507,Darlington Public School,NSW,2008,Chippendale,school
2508,Darlington State School,QLD,4285,Darlington,school
2509,Darnum Primary School,VIC,3822,Darnum,school
2510,Darra State School,QLD,4076,Darra,school
2511,Darraweit Guim Primary School,VIC,3756,Darraweit Guim,school
2512,Dartmoor Primary School,VIC,3304,Dartmoor,school
2513,Darul Ulum College of Victoria,VIC,3060,Fawkner,school
2514,Darul Ulum Academy,VIC,3064,Fawkner,school
2515,Darwin High School,NT,0820,The Gardens,school
2516,Darwin Middle School,NT,0820,The Gardens,school
2517,Davallia Primary School,WA,6023,Duncraig,school
2518,David Scott School,VIC,3199,Frankston,school
2519,David Scott School - High Street Campus,VIC,3199,Frankston,school
2520,Davidson High School,NSW,2086,Frenchs Forest,school
2521,Davis Creek Primary School,VIC,3029,Tarneit,school
2522,Dawson Park Primary School,WA,6058,Forrestfield,school
2523,Dawson Public School,NSW,2770,Dharruk,school
2524,Dawul Remote Community School,WA,6743,Kununurra,school
2525,Dayboro State School,QLD,4521,Dayboro,school
2526,Daylesford Dharma School,VIC,3460,Daylesford,school
2527,Daylesford Primary School,VIC,3460,Daylesford,school
2528,Daylesford Secondary College,VIC,3460,Daylesford,school
2529,Dayton Primary School,WA,6055,Dayton,school
2530,"De La Salle Catholic College, Caringbah",NSW,2229,Caringbah,school
2531,De La Salle College,VIC,3144,Malvern,school
2532,De La Salle College - Holy Eucharist Campus,VIC,3145,Malvern East,school
2533,De La Salle College - Kinnoull Campus,VIC,3144,Malvern,school
2534,"De La Salle College, Revesby Heights",NSW,2212,Revesby Heights,school
2535,Deanmore Primary School,WA,6018,Karrinyup,school
2536,Deans Marsh Primary School,VIC,3235,Deans Marsh,school
2537,Deanside Primary School,VIC,3336,Deanside,school
2538,Debney Meadows Primary School,VIC,3031,Flemington,school
2539,Deception Bay Flexible School,QLD,4508,Deception Bay,school
2540,Deception Bay Flexible School - 45 Grosvenor Terrace Campus,QLD,4508,Deception Bay,school
2541,Deception Bay North State School,QLD,4508,Deception Bay,school
2542,Deception Bay State High School,QLD,4508,Deception Bay,school
2543,Deception Bay State School,QLD,4508,Deception Bay,school
2544,Dederang Primary School,VIC,3691,Dederang,school
2545,Dee Why Public School,NSW,2099,Dee Why,school
2546,Deebing Heights State School,QLD,4306,Deebing Heights,school
2547,Deepdene Primary School,VIC,3103,Deepdene,school
2548,Deepwater Public School,NSW,2371,Deepwater,school
2549,Deer Park North Primary School,VIC,3023,Deer Park,school
2550,Deer Park West Primary School,VIC,3023,Deer Park,school
2551,Delacombe Primary School,VIC,3356,Delacombe,school
2552,Delaneys Creek State School,QLD,4514,Delaneys Creek,school
2553,Delany College,NSW,2142,Granville,school
2554,Delegate Public School,NSW,2633,Delegate,school
2555,Deloraine High School,TAS,7304,Deloraine,school
2556,Deloraine Primary School,TAS,7304,Deloraine,school
2557,Delungra Public School,NSW,2403,Delungra,school
2558,Denham Court Public School,NSW,2565,Denham Court,school
2559,Deniliquin High School,NSW,2710,Deniliquin,school
2560,Deniliquin North Public School,NSW,2710,Deniliquin,school
2561,Deniliquin South Public School,NSW,2710,Deniliquin,school
2562,"Denison College of Secondary Education, Bathurst High Campus",NSW,2795,Bathurst,school
2563,"Denison College of Secondary Education, Kelso High Campus",NSW,2795,Kelso,school
2564,Denison State School,QLD,4720,Emerald,school
2565,Denistone East Public School,NSW,2122,Eastwood,school
2566,Denman Public School,NSW,2328,Denman,school
2567,Denmark Primary School,WA,6333,Denmark,school
2568,Denmark Senior High School,WA,6333,Denmark,school
2569,Depot Hill State School,QLD,4700,Depot Hill,school
2570,Derby District High School,WA,6728,Derby,school
2571,Derinya Primary School,VIC,3199,Frankston South,school
2572,Dernancourt School,SA,5075,Dernancourt,school
2573,Derrimut Primary School,VIC,3030,Derrimut,school
2574,Derrinallum P-12 College,VIC,3325,Derrinallum,school
2575,Deutsche Schule Melbourne,VIC,3068,Fitzroy North,school
2576,Devon Meadows Primary School,VIC,3977,Devon Meadows,school
2577,Devonport Christian School,TAS,7310,Don,school
2578,Devonport High School,TAS,7310,Devonport,school
2579,Devonport Primary School,TAS,7310,Devonport,school
2580,Dharra School,VIC,3336,Aintree,school
2581,Dhupuma Barker,NT,0880,East Arnhem,school
2582,Diamond Creek East Primary School,VIC,3089,Diamond Creek,school
2583,Diamond Creek Primary School,VIC,3089,Diamond Creek,school
2584,Diamond Valley College,VIC,3089,Diamond Creek,school
2585,Diamond Valley Special Developmental School,VIC,3088,Greensborough,school
2586,Diamond Valley Special Developmental School - Whittlesea Campus,VIC,3757,Whittlesea,school
2587,Dianella Heights Primary School,WA,6059,Dianella,school
2588,Dianella Primary College,WA,6059,Dianella,school
2589,Dianella Secondary College,WA,6059,Dianella,school
2590,Dianella Secondary College Education Support Centre,WA,6059,Dianella,school
2591,Dickson College,ACT,2602,Dickson,school
2592,Diggers Rest Primary School,VIC,3427,Diggers Rest,school
2593,Dimboola Memorial Secondary College,VIC,3414,Dimboola,school
2594,Dimboola Primary School,VIC,3414,Dimboola,school
2595,Dimbulah State School,QLD,4872,Dimbulah,school
2596,Dingley Primary School,VIC,3172,Dingley Village,school
2597,Dingo State School,QLD,4702,Dingo,school
2598,Dinjerra Primary School,VIC,3019,Braybrook,school
2599,Dirranbandi P-10 State School,QLD,4486,Dirranbandi,school
2600,Discovery Christian College,QLD,4677,Agnes Water,school
2601,Divine Mercy College,WA,6164,Yangebup,school
2602,Divrei Emineh,VIC,3185,Elsternwick,school
2603,Djarragun College,QLD,4865,Gordonvale,school
2604,Djarragun College - Girl Academy Campus,QLD,4877,Wangetti Beach,school
2605,Djerriwarrh Community & Education Services - Djerriwarrh Community College,VIC,3337,Melton,school
2606,Djidi Djidi Aboriginal School,WA,6230,Bunbury,school
2607,Djugerari Remote Community School,WA,6765,Djugerari Community,school
2608,Dobroyd Point Public School,NSW,2045,Haberfield,school
2609,Docklands Primary School,VIC,3008,Docklands,school
2610,Docklands Primary School-The District Campus (interim name),VIC,3008,Docklands,school
2611,Dodges Ferry Primary School,TAS,7173,Dodges Ferry,school
2612,Dohertys Creek P-9 College,VIC,3029,Truganina,school
2613,Dominic College,TAS,7010,Glenorchy,school
2614,Dominican School,SA,5019,Semaphore,school
2615,Domremy Catholic College,NSW,2046,Five Dock,school
2616,Don Bosco School,VIC,3805,Narre Warren,school
2617,Don College,TAS,7310,Devonport,school
2618,Don Valley Primary School,VIC,3139,Don Valley,school
2619,Donald High School,VIC,3480,Donald,school
2620,Donald Primary School,VIC,3480,Donald,school
2621,Donburn Primary School,VIC,3109,Doncaster East,school
2622,Doncaster Gardens Primary School,VIC,3109,Doncaster East,school
2623,Doncaster Primary School,VIC,3108,Doncaster,school
2624,Doncaster Secondary College,VIC,3108,Doncaster,school
2625,Dongara District High School,WA,6525,Dongara,school
2626,Donnybrook District High School,WA,6239,Donnybrook,school
2627,Donnybrook District High School - Junior Campus (K-6),WA,6239,Donnybrook,school
2628,Donnybrook Primary School,VIC,3064,Donnybrook,school
2629,Donvale Christian College,VIC,3111,Donvale,school
2630,Donvale Christian College - Hall Road Campus,VIC,3134,Donvale,school
2631,Donvale Primary School,VIC,3111,Donvale,school
2632,Dookie Primary School,VIC,3646,Dookie,school
2633,Doomadgee State School,QLD,4830,Doomadgee,school
2634,Doonside High School,NSW,2767,Doonside,school
2635,Doonside Public School,NSW,2767,Doonside,school
2636,Dora Creek Public School,NSW,2264,Dora Creek,school
2637,Dorchester School,NSW,2560,Campbelltown,school
2638,Doreen Primary School,VIC,3754,Doreen,school
2639,Dorrigo High School,NSW,2453,Dorrigo,school
2640,Dorrigo Public School,NSW,2453,Dorrigo,school
2641,Dorroughby Environmental Education Centre,NSW,2480,Dorroughby,school
2642,Dorset Primary School,VIC,3136,Croydon,school
2643,Double Bay Public School,NSW,2028,Double Bay,school
2644,Doubleview Primary School,WA,6018,Doubleview,school
2645,Douglas Daly School,NT,0822,Douglas-Daly,school
2646,Douglas Park Public School,NSW,2569,Douglas Park,school
2647,Dover District School,TAS,7117,Dover,school
2648,Doveton College,VIC,3177,Doveton,school
2649,Dowerin District High School,WA,6461,Dowerin,school
2650,Downlands College,QLD,4350,Toowoomba,school
2651,Doxa School Bendigo,VIC,3550,Bendigo,school
2652,Drake Public School,NSW,2469,Drake,school
2653,Drayton State School,QLD,4350,Drayton,school
2654,Drillham State School,QLD,4424,Drillham,school
2655,Dripstone Middle School,NT,0810,Tiwi,school
